MAE_hours,RMSE_hours,R2,segment
178.53900655450013,460.6868199258373,0.3172895553246986,early
190.81009010318292,443.7741809578617,-0.016004532690854667,late
262.2428091920518,395.0101902299278,-0.043357968496710475,impact_1.0
177.1550865271524,409.20843157695737,0.10170630920909063,impact_2.0
181.4818318120371,493.032556502734,-0.019619724494202906,impact_3.0
