MAE_hours,RMSE_hours,R2,model
185.32183876007386,410.4222924834593,0.1014731770188283,P+O+S0
180.6447249267789,412.60733760262804,0.09188038469719606,P+O+X
180.3339074989088,410.5028193624978,0.10112055163579525,P+O+C
180.846036044968,409.53767491571324,0.10534234309977486,P+O+X+C
188.22313222457998,410.343943891342,0.10181619733433378,P+O+X+C placebo shuffled
