MAE_hours,RMSE_hours,R2,model
186.77170295289565,408.85931628322265,0.10830371221410395,M0_P+O+S0
179.5664666934135,421.0217831295873,0.05446350711881187,M1_P+O+X
181.74216455313714,410.33616959580473,0.10185023063876453,M2_P+O+C
181.50381249238578,411.39840276570123,0.09719414906435475,M3_P+O+X+C
177.66108121466814,413.45721856731876,0.0881354758341385,MH_P+O+S0+HIST
182.20706044867663,408.8696128396451,0.1082587993730183,MHXC_P+O+S0+HIST+X+C
182.10285881803432,407.629751075502,0.11365885558149835,NULL_HISTORY
