MAE_hours,RMSE_hours,R2,model
185.315089919635,410.6632415220099,0.1004178604397844,M0_P+O+S0
180.6447249267789,412.60733760262804,0.09188038469719606,M1_P+O+X
180.3339074989088,410.5028193624978,0.10112055163579525,M2_P+O+C
180.846036044968,409.53767491571324,0.10534234309977486,M3_P+O+X+C
180.8281085583684,406.84545474069387,0.11706628772616179,MH_P+O+S0+HIST
181.99357103415548,408.4588219902399,0.11004976203469197,MHXC_P+O+S0+HIST+X+C
182.22786482808283,406.3480156603077,0.119224046777889,NULL_HISTORY
